"geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger"
"52816","SR-6004",31600,31800,31300
"52803","SR-5445",31500,31800,31300
"52854","TEMP213",31500,31900,31200
"52860","TEMP199",31500,32000,31200
"52805","SR-6136",31500,31700,31300
"52802","SR-5586",31400,31600,31200
"52794","ACRF820",31400,31600,31200
"52813","SR-5449",31300,31600,31200
"52858","TEMP197",31300,31700,31100
"52857","TEMP196",31200,31600,31000
"52848","TEMP207",31200,31500,31000
"52801","SR-6146",31100,31200,31000
"52868","UCIAMS-137678",31000,31200,30800
"52869","UCIAMS-137685",31000,31100,30700
"52845","UCIAMS-S91681",30700,31000,30300
"52844","UCIAMS-S91649",30600,30900,30300
"52829","SR-5825",30500,31000,30100
"52830","SR-5826",30500,31000,30100
"52915","UCIAMS-167072",30300,30900,29900
"52918","UCIAMS-167073",30200,31100,29200
"52799","SR-5588",30100,30200,30000
"52812","SR-5276",30100,30200,29800
"9606","UCLA-1738A",29500,30900,28000
"9604","UCLA-1738F",29500,31600,27800
"52827","SR-5822",29200,29800,28800
"52914","UCIAMS-167068",29200,29800,28800
"52846","TEMP206",29100,29700,28800
"52798","SR-5444",27400,27600,27300
"52843","TEMP205",17400,17600,17200
"52797","SR-5272",17100,17300,17000
"52939","UCIAMS-228959",13700,13800,13700
"52907","UCIAMS-170114",13700,14000,13600
"52940","UCIAMS-222450",13600,13700,13600
"52917","UCIAMS-170748",13100,13600,12400
"52910","UCIAMS-170088",12700,13000,12300
"52919","UCIAMS-170746",12300,14100,10700
"52905","UCIAMS-170091",12200,12500,11900
"52908","UCIAMS-170113",11800,12400,11400
"52916","UCIAMS-170745",11800,12600,10900
"52906","UCIAMS-170747",11600,11900,11400
"52912","UCIAMS-170111",11700,12400,11100
"52904","UCIAMS-170740",11600,11800,11400
"52913","UCIAMS-170112",11600,12400,11100
"52901","UCIAMS-167062",11200,11300,11200
"52909","UCIAMS-170074",10900,11200,10500
"52903","UCIAMS-167061",10800,11100,10700
"52902","UCIAMS-170734",10700,10800,10600
"52867","UCIAMS-135934",8100,8200,8000
"52895","UCIAMS-170092",1300,1300,1200
"52899","UCIAMS-170079",1100,1200,1000
"52900","UCIAMS-170086",700,800,700
"52896","UCIAMS-170096",500,500,400
"52890","UCIAMS-170087",400,500,400
"52889","UCIAMS-170083",400,500,-200
"52870","UCIAMS-170735",0,400,-200
"52887","UCIAMS-170090",0,400,-200
"52886","UCIAMS-167063",0,400,-200
"52872","UCIAMS-167050",0,400,-200
"52888","UCIAMS-170076",0,400,-200
"52875","UCIAMS-170084",100,400,-100
"52891","UCIAMS-170089",200,400,-100
"52884","UCIAMS-170107",200,400,0
"52881","UCIAMS-170103",200,400,0
"52892","UCIAMS-170099",200,300,0
"52876","UCIAMS-170085",200,300,0
"52874","UCIAMS-167052",200,300,0
"52883","UCIAMS-170105",200,300,0
"52882","UCIAMS-170104",200,300,0
"52877","UCIAMS-170097",200,300,0
"52878","UCIAMS-170098",200,300,0
"52871","UCIAMS-167060",200,300,0
"52885","UCIAMS-170108",200,300,100
"52879","UCIAMS-170101",200,300,100
"52898","UCIAMS-170078",200,300,0
"52897","UCIAMS-167064",200,300,0
"52880","UCIAMS-170102",200,300,100
"52873","UCIAMS-167051",200,300,100
"52893","UCIAMS-170100",200,300,100
"52894","UCIAMS-167057",200,300,100
